ticker,OKE US Equity,OKE US Equity,OKE US Equity,OKE US Equity,OKE US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2005-01-06,11.9281,11.9937,10.4916,12.0944,12.1516,11.9018
2005-01-07,11.9018,12.0156,10.5032,11.9867,12.1547,11.9193
2005-01-10,11.9193,11.9675,10.5149,11.9307,12.1603,11.8624
2005-01-11,11.8624,11.9762,10.5265,11.9045,12.1627,11.8668
2005-01-12,11.8668,11.9281,10.5376,11.8957,12.1649,11.9106
2005-01-13,11.9106,11.9412,10.548,11.8922,12.1744,12.0944
2005-01-14,12.0944,11.9719,10.5591,11.9307,12.1797,12.1382
2005-01-18,12.1382,12.1907,10.5696,11.9745,12.1802,12.2476
2005-01-19,12.2476,12.217,10.5809,12.0515,12.1884,12.2301
2005-01-20,12.2301,12.2476,10.5919,12.1242,12.1939,12.3352
2005-01-21,12.3352,12.3177,10.6035,12.2091,12.2007,11.9587
2005-01-24,11.9587,12.147,10.6134,12.182,12.1995,12.0813
2005-01-25,12.0813,12.0375,10.6248,12.1706,12.1989,12.1338
2005-01-26,12.1338,12.1251,10.6368,12.1478,12.194,12.1207
2005-01-27,12.1207,11.7836,10.6491,12.1259,12.1926,12.0025
2005-01-28,12.0025,12.1251,10.6619,12.0594,12.1887,12.1251
2005-01-31,12.1251,12.0594,10.6746,12.0927,12.1878,12.2476
2005-02-01,12.2476,12.1688,10.6871,12.1259,12.1908,12.4359
2005-02-02,12.4359,12.2651,10.7012,12.1863,12.1999,12.4971
2005-02-03,12.4971,12.4665,10.7163,12.2616,12.2064,12.6941
2005-02-04,12.6941,12.519,10.7327,12.4,12.2128,12.6066
2005-02-07,12.6066,12.7817,10.7476,12.4963,12.216,12.6285
2005-02-08,12.6285,12.6722,10.7628,12.5724,12.2202,12.5322
2005-02-09,12.5322,12.6854,10.7774,12.5917,12.2251,12.6416
2005-02-10,12.6416,12.5628,10.7923,12.6206,12.2335,12.6197
2005-02-11,12.6197,12.6416,10.8084,12.6057,12.2426,12.7466
2005-02-14,12.7466,12.6897,10.8262,12.6337,12.26,12.8254
2005-02-15,12.8254,12.8035,10.8445,12.6731,12.2746,12.9743
2005-02-16,12.9743,12.9042,10.8629,12.7615,12.2906,12.7773
2005-02-17,12.7773,13.0443,10.8805,12.7887,12.3063,12.6722
2005-02-18,12.6722,12.8211,10.8975,12.7992,12.322,12.4752
2005-02-22,12.4752,12.6766,10.9133,12.7449,12.3312,12.5365
2005-02-23,12.5365,12.4752,10.931,12.6871,12.3407,12.6197
2005-02-24,12.6197,12.5628,10.9498,12.6162,12.3468,12.8298
2005-02-25,12.8298,12.6153,10.9699,12.6267,12.3557,12.8254
2005-02-28,12.8254,12.8254,10.9907,12.6573,12.3614,13.0049
2005-03-01,13.0049,12.9042,11.0116,12.7633,12.3723,13.0618
2005-03-02,13.0618,13.0224,11.032,12.8683,12.3848,13.0355
2005-03-03,13.0355,13.0881,11.053,12.9515,12.3961,13.3726
2005-03-04,13.3726,13.11,11.0752,13.0601,12.4106,13.5127
2005-03-07,13.5127,13.4601,11.0982,13.1975,12.4309,13.5433
2005-03-08,13.5433,13.5477,11.1208,13.3052,12.4521,13.2632
2005-03-09,13.2632,13.5433,11.1417,13.3455,12.4718,13.4339
2005-03-10,13.4339,13.2938,11.1628,13.4251,12.4928,13.3901
2005-03-11,13.3901,13.4339,11.1833,13.4286,12.5132,13.4995
2005-03-14,13.4995,13.3945,11.2041,13.426,12.5341,13.3551
2005-03-15,13.3551,13.4995,11.2243,13.3883,12.5524,13.2413
2005-03-16,13.2413,13.4645,11.2438,13.384,12.5732,13.3419
2005-03-17,13.3419,13.2413,11.2639,13.3656,12.6002,13.3682
2005-03-18,13.3682,13.3419,11.284,13.3612,12.6293,13.3507
2005-03-21,13.3507,13.3682,11.3048,13.3314,12.6578,13.2369
2005-03-22,13.2369,13.3507,11.3245,13.3078,12.6845,13.11
2005-03-23,13.11,13.1537,11.3428,13.2815,12.7083,13.2456
2005-03-24,13.2456,13.2194,11.3625,13.2623,12.736,13.3332
2005-03-28,13.3332,13.3288,11.3824,13.2553,12.7653,13.2238
2005-03-29,13.2238,13.412,11.4019,13.2299,12.7916,13.2938
2005-03-30,13.2938,13.1975,11.4217,13.2413,12.8155,13.4908
2005-03-31,13.4908,13.2938,11.4425,13.3174,12.8426,13.5915
2005-04-01,13.5915,13.5696,11.4637,13.3866,12.8695,13.6265
2005-04-04,13.6265,13.5783,11.4852,13.4453,12.8974,13.714
2005-04-05,13.714,13.6265,11.5075,13.5433,12.925,13.7228
2005-04-06,13.7228,13.7447,11.5301,13.6291,12.9603,13.6702
2005-04-07,13.6702,13.6571,11.5511,13.665,12.992,13.4076
2005-04-08,13.4076,13.5915,11.5706,13.6282,13.0175,13.4864
2005-04-11,13.4864,13.377,11.5898,13.6002,13.0448,13.5258
2005-04-12,13.5258,13.4864,11.6092,13.5626,13.0753,13.1537
2005-04-13,13.1537,13.447,11.6273,13.4488,13.0959,12.9217
2005-04-14,12.9217,13.1318,11.6445,13.2991,13.1093,12.554
2005-04-15,12.554,12.8473,11.6592,13.1283,13.1117,12.6066
2005-04-18,12.6066,12.4752,11.6746,12.9524,13.1139,12.8473
2005-04-19,12.8473,12.5978,11.6907,12.8167,13.117,12.6328
2005-04-20,12.6328,12.913,11.7054,12.7125,13.1175,12.8035
2005-04-21,12.8035,12.6941,11.7214,12.6889,13.121,13.0224
2005-04-22,13.0224,12.8035,11.7386,12.7825,13.1308,13.1406
2005-04-25,13.1406,13.0268,11.7563,12.8893,13.1408,12.9349
2005-04-26,12.9349,13.145,11.7733,12.9068,13.1471,12.7992
2005-04-27,12.7992,12.9567,11.7896,12.9401,13.1481,12.5628
2005-04-28,12.5628,12.6985,11.8047,12.892,13.1429,12.6328
2005-04-29,12.6328,12.5628,11.8201,12.814,13.136,12.9174
2005-05-02,12.9174,12.6722,11.837,12.7694,13.1388,12.7948
2005-05-03,12.7948,12.9174,11.853,12.7414,13.1413,12.8429
2005-05-04,12.8429,12.8692,11.8693,12.7501,13.1486,13.0137
2005-05-05,13.0137,12.913,11.8872,12.8403,13.1582,13.0968
2005-05-06,13.0968,13.0137,11.906,12.9331,13.1677,12.9261
2005-05-09,12.9261,13.1931,11.9243,12.9349,13.1697,13.1362
2005-05-10,13.1362,12.9305,11.944,13.0031,13.1759,13.18
2005-05-11,13.18,13.2194,11.964,13.0706,13.1794,13.1231
2005-05-12,13.1231,13.2325,11.9837,13.0924,13.1806,12.7379
2005-05-13,12.7379,13.1537,12.0013,13.0207,13.1746,12.9392
2005-05-16,12.9392,12.7379,12.02,13.0233,13.166,13.18
2005-05-17,13.18,12.8955,12.0385,13.032,13.1593,13.25
2005-05-18,13.25,13.2413,12.0554,13.046,13.1535,13.1756
2005-05-19,13.1756,13.2413,12.0717,13.0566,13.1517,13.1318
2005-05-20,13.1318,13.1844,12.0884,13.1353,13.1457,13.2281
2005-05-23,13.2281,13.1318,12.1057,13.1931,13.1424,13.2281
2005-05-24,13.2281,13.3069,12.1235,13.2028,13.137,13.1756
2005-05-25,13.1756,13.2413,12.141,13.1879,13.1334,13.1712
2005-05-26,13.1712,13.1756,12.1579,13.187,13.132,13.3157
2005-05-27,13.3157,13.1581,12.1753,13.2238,13.1315,13.5039
2005-05-31,13.5039,13.3419,12.1933,13.2789,13.1342,13.4558
2005-06-01,13.4558,13.5039,12.2106,13.3244,13.1363,13.4514
2005-06-02,13.4514,13.4689,12.2283,13.3796,13.1406,13.3901
2005-06-03,13.3901,13.4776,12.2447,13.4234,13.1462,13.6527
2005-06-06,13.6527,13.4382,12.2627,13.4908,13.1543,13.6133
2005-06-07,13.6133,13.6878,12.28,13.5127,13.1599,13.6133
2005-06-08,13.6133,13.7009,12.2975,13.5442,13.1677,13.7578
2005-06-09,13.7578,13.6571,12.3163,13.6055,13.177,13.8716
2005-06-10,13.8716,13.8453,12.3352,13.7018,13.1846,13.9635
2005-06-13,13.9635,13.8716,12.3544,13.7639,13.1921,13.9241
2005-06-14,13.9241,13.9942,12.3732,13.8261,13.198,13.9723
2005-06-15,13.9723,13.9329,12.3925,13.8979,13.2032,13.9285
2005-06-16,13.9285,13.9591,12.4105,13.932,13.2073,13.9767
2005-06-17,13.9767,13.8628,12.4285,13.953,13.2134,14.0029
2005-06-20,14.0029,13.911,12.4467,13.9609,13.2253,13.8366
2005-06-21,13.8366,14.0423,12.4641,13.9434,13.2323,13.9198
2005-06-22,13.9198,13.876,12.4813,13.9329,13.2402,14.0379
2005-06-23,14.0379,13.9241,12.499,13.9548,13.2579,13.876
2005-06-24,13.876,14.0423,12.5154,13.9346,13.277,14.1561
2005-06-27,14.1561,13.8059,12.5331,13.9653,13.309,14.2349
2005-06-28,14.2349,14.2174,12.5511,14.0449,13.3416,14.0423
2005-06-29,14.0423,14.2656,12.568,14.0695,13.3655,14.2918
2005-06-30,14.2918,14.1036,12.5859,14.1202,13.3987,14.5019
2005-07-01,14.5019,14.3137,12.6041,14.2454,13.4326,14.4669
2005-07-05,14.4669,14.4757,12.6217,14.3076,13.4615,14.1649
2005-07-06,14.1649,14.4669,12.6387,14.2936,13.482,14.3268
2005-07-07,14.3268,14.0554,12.6567,14.3505,13.5099,14.5545
2005-07-08,14.5545,14.3837,12.6751,14.403,13.545,14.7646
2005-07-11,14.7646,14.5895,12.6938,14.4555,13.589,14.6639
2005-07-12,14.6639,14.7558,12.7116,14.4949,13.6296,14.909
2005-07-13,14.909,14.7208,12.7304,14.6438,13.6695,14.6026
2005-07-14,14.6026,14.9878,12.7466,14.6989,13.7056,14.6245
2005-07-15,14.6245,14.5982,12.763,14.7129,13.7412,14.7821
2005-07-18,14.7821,14.6726,12.7799,14.7164,13.7766,14.9878
2005-07-19,14.9878,14.8915,12.7974,14.7812,13.8144,15.0053
2005-07-20,15.0053,15.0447,12.8155,14.8005,13.856,14.8258
2005-07-21,14.8258,15.0053,12.8325,14.8451,13.8898,14.9791
2005-07-22,14.9791,14.8565,12.8494,14.916,13.9258,15.0447
2005-07-25,15.0447,15.0272,12.8672,14.9685,13.9642,15.2548
2005-07-26,15.2548,15.1147,12.8855,15.0219,14.0146,15.0797
2005-07-27,15.0797,15.1892,12.903,15.0368,14.0574,15.3161
2005-07-28,15.3161,15.1454,12.9217,15.1349,14.1001,15.2986
2005-07-29,15.2986,15.3205,12.9411,15.1988,14.1411,15.211
2005-08-01,15.211,15.3336,12.9596,15.2321,14.1818,15.6356
2005-08-02,15.6356,15.2548,12.9803,15.3082,14.2319,15.3774
2005-08-03,15.3774,15.6925,13.0002,15.3678,14.2748,15.211
2005-08-04,15.211,15.3424,13.0201,15.3467,14.3145,14.8696
2005-08-05,14.8696,15.176,13.0378,15.2609,14.3484,14.5676
2005-08-08,14.5676,14.8609,13.0532,15.1323,14.3763,14.5545
2005-08-09,14.5545,14.5763,13.0685,14.916,14.4011,14.5369
2005-08-10,14.5369,14.5939,13.0833,14.7479,14.4217,14.5545
2005-08-11,14.5545,14.5369,13.0973,14.6166,14.4437,14.5851
2005-08-12,14.5851,14.5982,13.1116,14.5597,14.4664,14.5807
2005-08-15,14.5807,14.6639,13.1262,14.5623,14.4902,14.2174
2005-08-16,14.2174,14.5369,13.1386,14.4949,14.5015,14.3487
2005-08-17,14.3487,14.305,13.1516,14.4573,14.5162,14.4013
2005-08-18,14.4013,14.2656,13.1664,14.4266,14.532,14.5063
2005-08-19,14.5063,14.4888,13.1798,14.4109,14.5469,14.5501
2005-08-22,14.5501,14.5457,13.192,14.4048,14.5605,14.5107
2005-08-23,14.5107,14.4888,13.2054,14.4634,14.5714,14.5151
2005-08-24,14.5151,14.5326,13.2181,14.4967,14.5833,14.5632
2005-08-25,14.5632,14.5326,13.231,14.5291,14.5951,14.4275
2005-08-26,14.4275,14.6201,13.243,14.5133,14.6051,14.6157
2005-08-29,14.6157,14.4757,13.2555,14.5264,14.6178,14.6026
2005-08-30,14.6026,14.6201,13.2667,14.5448,14.6298,14.8828
2005-08-31,14.8828,14.5851,13.2801,14.6184,14.6508,14.804
2005-09-01,14.804,14.8828,13.2932,14.6665,14.6684,14.6201
2005-09-02,14.6201,14.8609,13.3054,14.705,14.6801,14.5194
2005-09-06,14.5194,14.6157,13.3175,14.6858,14.693,14.6726
2005-09-07,14.6726,14.5194,13.331,14.6998,14.7033,14.6858
2005-09-08,14.6858,14.642,13.3435,14.6604,14.7123,14.9703
2005-09-09,14.9703,14.7733,13.3565,14.6937,14.7309,14.8434
2005-09-12,14.8434,14.9922,13.3685,14.7383,14.7419,14.804
2005-09-13,14.804,14.7514,13.3804,14.7952,14.7479,14.7339
2005-09-14,14.7339,14.839,13.3927,14.8075,14.7533,14.7077
2005-09-15,14.7077,14.7514,13.4051,14.8118,14.7641,14.7908
2005-09-16,14.7908,14.7295,13.4182,14.7759,14.7734,14.9309
2005-09-19,14.9309,14.8083,13.4335,14.7935,14.7809,14.9528
2005-09-20,14.9528,15.4956,13.4478,14.8232,14.7847,14.8565
2005-09-21,14.8565,14.9615,13.4612,14.8477,14.7886,14.3662
2005-09-22,14.3662,14.8302,13.4731,14.7794,14.7777,14.4582
2005-09-23,14.4582,14.4231,13.4859,14.7129,14.7748,14.3619
2005-09-26,14.3619,14.445,13.4977,14.5991,14.7696,14.2305
2005-09-27,14.2305,14.3225,13.5085,14.4547,14.7585,14.4013
2005-09-28,14.4013,14.2305,13.5189,14.3636,14.7468,14.9046
2005-09-29,14.9046,14.445,13.5315,14.4713,14.7448,14.8915
2005-09-30,14.8915,14.8609,13.5433,14.558,14.7461,15.1804
2005-10-03,15.1804,15.0009,13.5569,14.7217,14.7501,14.9353
2005-10-04,14.9353,15.2023,13.5694,14.8626,14.7479,14.2874
2005-10-05,14.2874,14.9353,13.5785,14.8399,14.7286,14.073
2005-10-06,14.073,14.2918,13.5856,14.6735,14.7084,14.1999
2005-10-07,14.1999,14.073,13.5941,14.5352,14.6861,13.8847
2005-10-10,13.8847,14.1299,13.6011,14.2761,14.6578,13.6746
2005-10-11,13.6746,13.8979,13.6081,14.0239,14.6271,13.4558
2005-10-12,13.4558,13.5827,13.6135,13.8576,14.5835,12.9086
2005-10-13,12.9086,13.4558,13.6161,13.6247,14.5341,13.0662
2005-10-14,13.0662,12.9086,13.6192,13.398,14.4912,13.0793
2005-10-17,13.0793,13.0662,13.6224,13.2369,14.4554,12.8211
2005-10-18,12.8211,13.1318,13.6255,13.0662,14.4205,12.716
2005-10-19,12.716,12.7729,13.6291,12.9182,14.3837,12.4534
2005-10-20,12.4534,12.6985,13.6318,12.8272,14.3421,12.4621
2005-10-21,12.4621,12.4534,13.6345,12.7064,14.3002,12.4752
2005-10-24,12.4752,12.5715,13.6374,12.5856,14.258,12.5759
2005-10-25,12.5759,12.5146,13.6407,12.5365,14.2179,12.4752
2005-10-26,12.4752,12.5453,13.6437,12.4884,14.1831,12.1732
2005-10-27,12.1732,12.3352,13.6453,12.4324,14.1396,12.449
2005-10-28,12.449,12.2126,13.6479,12.4297,14.1005,12.5803
2005-10-31,12.5803,12.4752,13.6504,12.4507,14.062,12.2345
2005-11-01,12.2345,12.4315,13.6509,12.3824,14.0157,12.1776
2005-11-02,12.1776,12.3002,13.6505,12.3229,13.969,12.519
2005-11-03,12.519,12.252,13.6519,12.3921,13.9291,12.3658
2005-11-04,12.3658,12.5497,13.6521,12.3754,13.8852,12.1732
2005-11-07,12.1732,12.414,13.6532,12.294,13.8401,12.2126
2005-11-08,12.2126,12.1338,13.6538,12.2897,13.792,12.02
2005-11-09,12.02,12.2433,13.6533,12.2581,13.7404,11.7311
2005-11-10,11.7311,11.9937,13.6513,12.1006,13.6773,11.7749
2005-11-11,11.7749,11.7574,13.6502,11.9824,13.6168,11.95
2005-11-14,11.95,11.9193,13.6493,11.9377,13.5634,11.7968
2005-11-15,11.7968,11.9544,13.647,11.8545,13.5089,11.8187
2005-11-16,11.8187,11.8362,13.644,11.8143,13.4518,11.8493
2005-11-17,11.8493,11.8843,13.6407,11.8379,13.3951,12.0594
2005-11-18,12.0594,11.9587,13.6375,11.8948,13.3369,12.0769
2005-11-21,12.0769,12.2082,13.6349,11.9202,13.2815,12.2039
2005-11-22,12.2039,12.09,13.6328,12.0016,13.2295,12.2826
2005-11-23,12.2826,12.2082,13.6315,12.0944,13.1805,12.2651
2005-11-25,12.2651,12.3789,13.6296,12.1776,13.1317,11.9806
2005-11-28,11.9806,12.2739,13.6265,12.1618,13.0755,12.0507
2005-11-29,12.0507,12.0769,13.623,12.1566,13.0179,12.0069
2005-11-30,12.0069,12.0682,13.6189,12.1172,12.9589,12.1426
2005-12-01,12.1426,12.0244,13.6147,12.0892,12.9047,12.1163
2005-12-02,12.1163,12.0944,13.6114,12.0594,12.8597,12.0375
2005-12-05,12.0375,12.0769,13.6082,12.0708,12.8112,12.0375
2005-12-06,12.0375,12.0769,13.6061,12.0682,12.7648,12.0944
2005-12-07,12.0944,12.0244,13.6038,12.0857,12.722,12.2126
2005-12-08,12.2126,12.1688,13.6018,12.0997,12.6783,11.9806
2005-12-09,11.9806,12.1995,13.5976,12.0725,12.6198,12.055
2005-12-12,12.055,12.1076,13.5937,12.076,12.5631,12.1557
2005-12-13,12.1557,12.055,13.5895,12.0997,12.5026,12.2958
2005-12-14,12.2958,12.1732,13.5856,12.1399,12.4498,12.3177
2005-12-15,12.3177,12.3483,13.582,12.161,12.4104,12.0594
2005-12-16,12.0594,12.3264,13.5755,12.1767,12.3701,11.9937
2005-12-19,11.9937,12.0594,13.5679,12.1645,12.326,11.9894
2005-12-20,11.9894,11.9937,13.5601,12.1312,12.2881,11.8799
2005-12-21,11.8799,12.0375,13.5532,12.048,12.2522,11.8143
2005-12-22,11.8143,11.9018,13.5451,11.9473,12.2194,11.9456
2005-12-23,11.9456,11.8405,13.5379,11.9246,12.2001,11.6655
2005-12-27,11.6655,11.9193,13.5287,11.8589,12.1721,11.7399
2005-12-28,11.7399,11.7136,13.5206,11.809,12.1453,11.683
2005-12-29,11.683,11.7136,13.5128,11.7696,12.1225,11.6567
2005-12-30,11.6567,11.6436,13.5044,11.7381,12.1013,11.9587
2006-01-03,11.9587,11.7618,13.4974,11.7407,12.0914,12.0988
2006-01-04,12.0988,11.9719,13.4911,11.8274,12.0842,12.2039
2006-01-05,12.2039,12.1251,13.4859,11.9202,12.0788,12.1951
2006-01-06,12.1951,12.2082,13.4814,12.0226,12.0711,12.2651
2006-01-09,12.2651,12.2389,13.4765,12.1443,12.0669,12.2564
2006-01-10,12.2564,12.2651,13.4711,12.2039,12.0686,12.449
2006-01-11,12.449,12.3002,13.4672,12.2739,12.0686,12.4096
2006-01-12,12.4096,12.4971,13.4628,12.315,12.0652,12.4752
2006-01-13,12.4752,12.3746,13.4577,12.3711,12.07,12.5278
2006-01-17,12.5278,12.4534,13.4524,12.4236,12.077,12.8517
2006-01-18,12.8517,12.716,13.4485,12.5427,12.0837,12.7116
2006-01-19,12.7116,12.878,13.4435,12.5952,12.0906,12.6066
2006-01-20,12.6066,12.7116,13.4379,12.6346,12.0992,12.6503
2006-01-23,12.6503,12.6591,13.4328,12.6696,12.108,12.4402
2006-01-24,12.4402,12.642,13.428,12.6521,12.1164,12.4052
2006-01-25,12.4052,12.2783,13.4226,12.5628,12.1299,12.3833
2006-01-26,12.3833,12.4315,13.4169,12.4971,12.142,12.2739
2006-01-27,12.2739,12.3308,13.4125,12.4306,12.1485,12.2695
2006-01-30,12.2695,12.3527,13.4092,12.3544,12.158,12.3702
2006-01-31,12.3702,12.2695,13.4083,12.3404,12.169,12.147
2006-02-01,12.147,12.3601,13.406,12.2888,12.175,11.9762
2006-02-02,11.9762,12.1251,13.4016,12.2074,12.1733,11.7836
2006-02-03,11.7836,11.9762,13.3974,12.1093,12.1674,11.7705
2006-02-06,11.7705,11.8011,13.3922,12.0095,12.1588,11.7005
2006-02-07,11.7005,11.7749,13.3856,11.8756,12.1471,11.6348
2006-02-08,11.6348,11.7092,13.3781,11.7731,12.1345,11.6436
2006-02-09,11.6436,11.6173,13.3716,11.7066,12.1278,11.6392
2006-02-10,11.6392,11.6611,13.3658,11.6777,12.1196,11.6392
2006-02-13,11.6392,11.6479,13.3612,11.6514,12.1122,11.6261
2006-02-14,11.6261,11.6523,13.3562,11.6366,12.1019,13.2019
2006-02-15,13.2019,13.1318,13.3576,11.95,12.1236,13.1231
2006-02-16,13.1231,13.1922,13.3592,12.2459,12.1453,13.2894
2006-02-17,13.2894,13.1275,13.3615,12.5759,12.1703,13.4558
2006-02-21,13.4558,13.3507,13.3637,12.9392,12.1976,13.8235
2006-02-22,13.8235,13.5608,13.3673,13.3787,12.2298,13.7928
2006-02-23,13.7928,13.9942,13.3716,13.4969,12.266,13.6965
2006-02-24,13.6965,13.8366,13.3745,13.6116,12.2988,13.679
2006-02-27,13.679,13.7884,13.3769,13.6895,12.3293,13.3901
2006-02-28,13.3901,13.679,13.3783,13.6764,12.3512,13.4689
2006-03-01,13.4689,13.4382,13.3819,13.6055,12.3742,13.3463
2006-03-02,13.3463,13.3813,13.384,13.5162,12.4,13.1187
2006-03-03,13.1187,13.3069,13.3837,13.4006,12.4225,12.8867
2006-03-06,12.8867,13.0662,13.3818,13.2421,12.4404,12.9436
2006-03-07,12.9436,12.8298,13.3807,13.1529,12.4617,12.8604
2006-03-08,12.8604,12.9042,13.3793,13.0312,12.4826,12.6941
2006-03-09,12.6941,12.8473,13.3767,12.9007,12.4976,12.8035
2006-03-10,12.8035,12.6591,13.3745,12.8377,12.5203,12.878
2006-03-13,12.878,12.7817,13.3731,12.8359,12.5431,13.1143
2006-03-14,13.1143,12.8473,13.3728,12.8701,12.5717,13.2894
2006-03-15,13.2894,13.0662,13.3726,12.9559,12.6044,13.3288
2006-03-16,13.3288,13.2982,13.3718,13.0828,12.6318,13.3288
2006-03-17,13.3288,13.3288,13.3711,13.1879,12.6564,13.2938
2006-03-20,13.2938,13.3069,13.3703,13.271,12.6782,13.1844
2006-03-21,13.1844,13.2675,13.3693,13.285,12.698,13.2588
2006-03-22,13.2588,13.1931,13.3673,13.2789,12.7178,13.2807
2006-03-23,13.2807,13.1756,13.3657,13.2693,12.7383,13.4645
2006-03-24,13.4645,13.3113,13.3649,13.2964,12.7586,13.6615
2006-03-27,13.6615,13.4733,13.3644,13.37,12.7837,13.8847
2006-03-28,13.8847,13.7009,13.3645,13.51,12.8119,14.1124
2006-03-29,14.1124,13.8847,13.3653,13.6808,12.8436,14.1605
2006-03-30,14.1605,14.1167,13.3664,13.8567,12.8697,14.1167
2006-03-31,14.1167,14.2262,13.3672,13.9872,12.8978,14.4713
2006-04-03,14.4713,14.2787,13.3699,14.1491,12.9351,14.6026
2006-04-04,14.6026,14.3969,13.373,14.2927,12.9742,14.7514
2006-04-05,14.7514,14.5588,13.3767,14.4205,13.0204,14.5982
2006-04-06,14.5982,14.6858,13.3806,14.5081,13.0643,14.5107
2006-04-07,14.5107,14.6201,13.3835,14.5868,13.1068,14.3312
2006-04-10,14.3312,14.4888,13.385,14.5588,13.1479,14.2218
2006-04-11,14.2218,14.3356,13.3867,14.4827,13.187,14.143
2006-04-12,14.143,14.2874,13.3866,14.361,13.2224,14.1124
2006-04-13,14.1124,14.1517,13.386,14.2638,13.2618,14.213
2006-04-17,14.213,14.1693,13.3869,14.2043,13.3065,14.3268
2006-04-18,14.3268,14.2262,13.3871,14.2034,13.3574,14.5238
2006-04-19,14.5238,14.2743,13.3872,14.2638,13.4124,14.4406
2006-04-20,14.4406,14.5501,13.387,14.3233,13.4672,14.607
2006-04-21,14.607,14.5282,13.3892,14.4223,13.5267,14.6026
2006-04-24,14.6026,14.6289,13.3906,14.5002,13.5859,14.48
2006-04-25,14.48,14.6201,13.3903,14.5308,13.6427,14.3575
2006-04-26,14.3575,14.4844,13.3882,14.4976,13.697,14.2787
2006-04-27,14.2787,14.1036,13.3863,14.4652,13.7501,14.4494
2006-04-28,14.4494,14.2743,13.384,14.4336,13.775,14.3093
2006-05-01,14.3093,14.5107,13.3825,14.375,13.7988,14.3837
2006-05-02,14.3837,14.1517,13.3813,14.3557,13.8206,14.2918
2006-05-03,14.2918,14.3881,13.3789,14.3426,13.8374,14.2874
2006-05-04,14.2874,14.305,13.3754,14.3443,13.8466,14.2787
2006-05-05,14.2787,14.248,13.3717,14.3102,13.8564,14.2393
2006-05-08,14.2393,14.2349,13.3688,14.2962,13.8672,14.1167
2006-05-09,14.1167,14.2656,13.3645,14.2428,13.876,14.5369
2006-05-10,14.5369,14.1693,13.362,14.2918,13.8989,14.2437
2006-05-11,14.2437,14.5413,13.3569,14.2831,13.9144,13.946
2006-05-12,13.946,14.1605,13.3512,14.2165,13.9264,13.9416
2006-05-15,13.9416,13.8322,13.3444,14.157,13.9429,13.7972
2006-05-16,13.7972,13.9416,13.3368,14.0931,13.9611,13.6527
2006-05-17,13.6527,13.6878,13.3291,13.9162,13.9753,13.5433
2006-05-18,13.5433,13.714,13.3186,13.7762,13.9889,13.6396
2006-05-19,13.6396,13.6002,13.3099,13.7149,14.0078,13.5696
2006-05-22,13.5696,13.5389,13.3017,13.6405,14.0231,13.2588
2006-05-23,13.2588,13.6659,13.2936,13.5328,14.0308,13.5608
2006-05-24,13.5608,13.285,13.2886,13.5144,14.0397,13.8235
2006-05-25,13.8235,13.609,13.285,13.5704,14.0504,13.9285
2006-05-26,13.9285,13.911,13.2819,13.6282,14.0624,14.0905
2006-05-30,14.0905,13.8804,13.2796,13.7324,14.0776,14.7033
2006-05-31,14.7033,14.0817,13.2802,14.0213,14.1058,14.8696
2006-06-01,14.8696,14.7689,13.2816,14.2831,14.1395,15.2329
2006-06-02,15.2329,14.8828,13.2867,14.565,14.179,14.9834
2006-06-05,14.9834,15.211,13.2899,14.7759,14.213,14.9178
2006-06-06,14.9178,14.9834,13.2925,14.9414,14.2421,14.7208
2006-06-07,14.7208,14.8828,13.2935,14.9449,14.2633,14.8434
2006-06-08,14.8434,14.5545,13.295,14.9397,14.2825,14.9572
2006-06-09,14.9572,14.839,13.2972,14.8845,14.2993,14.642
2006-06-12,14.642,14.9703,13.2979,14.8162,14.309,14.2568
2006-06-13,14.2568,14.5763,13.2963,14.684,14.3118,14.1649
2006-06-14,14.1649,14.2437,13.295,14.5728,14.3057,14.6902
2006-06-15,14.6902,14.1911,13.2954,14.5422,14.3074,14.6814
2006-06-16,14.6814,14.7646,13.2958,14.487,14.306,14.3443
2006-06-19,14.3443,14.6639,13.2931,14.4275,14.3009,14.3925
2006-06-20,14.3925,14.2831,13.291,14.4547,14.2986,14.5194
2006-06-21,14.5194,14.3575,13.2905,14.5256,14.3023,14.3225
2006-06-22,14.3225,14.5194,13.2896,14.452,14.3043,14.5588
2006-06-23,14.5588,14.2787,13.289,14.4275,14.3127,14.6989
2006-06-26,14.6989,14.5588,13.2891,14.4984,14.3244,14.6989
2006-06-27,14.6989,14.677,13.2877,14.5597,14.3341,14.7865
2006-06-28,14.7865,14.7208,13.2874,14.6131,14.3433,14.9791
2006-06-29,14.9791,14.8171,13.2883,14.7444,14.3524,14.9003
2006-06-30,14.9003,14.9922,13.2891,14.8127,14.3616,15.2461
2006-07-03,15.2461,14.8565,13.2918,14.9221,14.3744,14.9178
2006-07-05,14.9178,15.176,13.2924,14.9659,14.3807,14.5238
2006-07-06,14.5238,14.874,13.2904,14.9134,14.3816,14.8215
2006-07-07,14.8215,14.4625,13.2898,14.8819,14.3908,15.7057
2006-07-10,15.7057,15.0316,13.294,15.043,14.4194,15.8633
2006-07-11,15.8633,15.6225,13.3015,15.1664,14.4477,15.7013
2006-07-12,15.7013,15.8195,13.3077,15.3231,14.4755,15.4999
